,Starting_names,Reaching_names,Names,Bus_fare,Ratings,Seats,Bus_types,Starting_time,Duration,Ending_time,Starting_point,Ratings_range,Bus_fare_range,Bus_category,AC_Type,Seat_Type,Starting_time_interval,Ending_time_interval,Route
954,Visakhapatnam,Rajahmundry,Morning Star Travels,1090.0,3.4,,A/C Sleeper (2+1),22:00,04h 35m,02:35,,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,02:00 - 03:00,Visakhapatnam to Rajahmundry
955,Visakhapatnam,Rajahmundry,Morning Star Travels,890.0,,,A/C Sleeper (2+1),22:00,04h 30m,02:30,,Below 3,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,02:00 - 03:00,Visakhapatnam to Rajahmundry
956,Visakhapatnam,Rajahmundry,Tranzindia Travels,1277.0,,,Scania AC Multi Axle Sleeper (2+1),22:40,02h 45m,01:25,,Below 3,1000 to 3000,Other,A/C,Sleeper,22:00 - 23:00,01:00 - 02:00,Visakhapatnam to Rajahmundry
957,Visakhapatnam,Rajahmundry,Tranzindia Travels,1277.0,,,Volvo Multi-Axle A/C Sleeper (2+1),22:55,02h 45m,01:40,,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,01:00 - 02:00,Visakhapatnam to Rajahmundry
958,Visakhapatnam,Rajahmundry,VRL Travels,1100.0,,,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),16:00,02h 45m,18:45,,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,16:00 - 17:00,18:00 - 19:00,Visakhapatnam to Rajahmundry
959,Kurnool,Vijayawada,Svkdt travels,940.0,4.6,7 Seats available,A/C Sleeper (2+1),22:30,08h 15m,06:45,BELLARY CHOWRASTA,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Kurnool to Vijayawada
960,Kurnool,Vijayawada,Sri Balaji Transports,900.0,4.3,18 Seats available,A/C Sleeper (2+1),23:00,07h 10m,06:10,New RTC Bus Stand,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kurnool to Vijayawada
961,Kurnool,Vijayawada,Orange Tours And Travels,900.0,3.3,14 Seats available,A/C Sleeper (2+1),23:05,07h 40m,06:45,Bellary chowrasta Bus Stand road,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kurnool to Vijayawada
962,Kurnool,Vijayawada,Al madeena Travels,950.0,3.7,14 Seats available,A/C Sleeper (2+1),23:55,07h 05m,07:00,Nandyal X Road,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Kurnool to Vijayawada
963,Kurnool,Vijayawada,SOLLIGI TRAVELS,1000.0,4.0,19 Seats available,A/C Sleeper (2+1),22:45,08h 00m,06:45,"Gopi hotel,opp RTC Bustand",4 to 5,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Kurnool to Vijayawada
964,Kurnool,Vijayawada,Srinivasa Travels,900.0,3.1,1 Seat available,A/C Sleeper (2+1),22:30,07h 30m,06:00,Current Office,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Kurnool to Vijayawada
965,Kurnool,Vijayawada,SUDHAKAR TRAVELS,990.0,4.0,15 Seats available,A/C Sleeper (2+1),23:30,07h 15m,06:45,Bellary chowrasta,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kurnool to Vijayawada
966,Kurnool,Vijayawada,Morning Star Travels,1290.0,3.0,6 Seats available,A/C Sleeper (2+1),16:30,08h 45m,01:15,Bellary chowrasta,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,16:00 - 17:00,01:00 - 02:00,Kurnool to Vijayawada
967,Kurnool,Vijayawada,Psr tours and travels,450.0,2.1,12 Seats available,Non A/C Seater / Sleeper (2+1),23:10,07h 20m,06:30,Kurnool,Below 3,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kurnool to Vijayawada
968,Kurnool,Vijayawada,Morning Star Travels,1090.0,1.5,18 Seats available,A/C Sleeper (2+1),23:20,07h 10m,06:30,Bellary chowrasta,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kurnool to Vijayawada
969,Kurnool,Vijayawada,Sri Tulasi Tours and Travels,899.0,3.1,17 Seats available,A/C Seater / Sleeper (2+1),22:15,07h 45m,06:00,Kurnool RTC Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Kurnool to Vijayawada
970,Kurnool,Bengaluru,AR & BCVR Travels,650.0,4.5,23 Seats available,A/C Seater/Sleeper (2+1),23:00,05h 45m,04:45,Bellary X Road,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Kurnool to Bengaluru
971,Kurnool,Bengaluru,BRS Travels,800.0,4.3,6 Seats available,A/C Sleeper (2+1),23:30,06h 00m,05:30,Bellary X Roads,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
972,Kurnool,Bengaluru,BRS Travels,800.0,4.3,16 Seats available,A/C Seater / Sleeper (2+1),23:00,06h 00m,05:00,Bellary X Roads,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
973,Kurnool,Bengaluru,BRS Travels,750.0,3.9,9 Seats available,A/C Sleeper (2+1),23:15,07h 00m,06:15,Kurnool,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kurnool to Bengaluru
974,Kurnool,Bengaluru,Jabbar Travels,600.0,4.4,14 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:59,05h 01m,05:00,Kurnool,4 to 5,below 1000,Other,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
975,Kurnool,Bengaluru,IntrCity SmartBus,935.0,4.2,14 Seats available,A/C Sleeper (2+1),23:50,06h 00m,05:50,Bellary Chowrasta,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
976,Kurnool,Bengaluru,YAS TOURS AND TRAVELS,1100.0,4.1,19 Seats available,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,05h 30m,03:30,Erravali,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,03:00 - 04:00,Kurnool to Bengaluru
977,Kurnool,Bengaluru,Orange Tours and Travels Platinum,1990.0,4.0,2 Seats available,Volvo Multi-Axle Sleeper A/C (2+1),20:15,06h 15m,02:30,"Bellary chowrasta,Near orange...",4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,02:00 - 03:00,Kurnool to Bengaluru
978,Kurnool,Bengaluru,Jabbar Travels,585.0,3.5,7 Seats available,NON AC Seater / Sleeper 2+1,00:10,05h 20m,05:30,Kurnool By-Pass,3 to 4,below 1000,Other,Non A/C,Sleeper,00:00 - 01:00,05:00 - 06:00,Kurnool to Bengaluru
979,Kurnool,Bengaluru,V Kaveri Travels,1040.0,3.8,11 Seats available,Volvo Multi-Axle A/C Sleeper (2+1),23:55,07h 10m,07:05,Kurnool,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Kurnool to Bengaluru
980,Kurnool,Bengaluru,PRAMUKH TRAVELS,1139.0,3.7,10 Seats available,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:15,04h 45m,04:00,Bellary X Roads,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Kurnool to Bengaluru
981,Kurnool,Bengaluru,Sri Krishna Travels,1000.0,3.4,19 Seats available,A/C Sleeper (2+1),23:55,06h 35m,06:30,Bellary X Roads,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kurnool to Bengaluru
982,Kurnool,Bengaluru,Sri Krishna Travels,800.0,3.9,19 Seats available,Non A/C Seater / Sleeper (2+1),23:59,06h 01m,06:00,Bellary Chowrasta,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kurnool to Bengaluru
983,Kurnool,Bengaluru,IntrCity SmartBus,986.0,4.4,6 Seats available,AC Sleeper (2+1),23:25,05h 50m,05:15,Kurnool,4 to 5,below 1000,Other,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
984,Kurnool,Bengaluru,Swamy Ayyappa Travels,2050.0,4.2,1 Seat available,A/C Sleeper (2+1),20:00,05h 15m,01:15,Kurnool Bypass,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Kurnool to Bengaluru
985,Kurnool,Bengaluru,BSR Tours And Travels,1250.0,3.2,13 Seats available,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:15,05h 15m,04:30,Kurnool,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Kurnool to Bengaluru
986,Kurnool,Bengaluru,SL Travels,720.0,4.1,4 Seats available,NON A/C Sleeper (2+1),23:55,05h 05m,05:00,Kurnool,4 to 5,below 1000,AC Sleeper,Non A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
987,Kurnool,Bengaluru,Swamy Ayyappa Travels,2260.0,3.7,13 Seats available,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:30,06h 05m,02:35,Bellary X Roads,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,02:00 - 03:00,Kurnool to Bengaluru
988,Kurnool,Bengaluru,BRS Travels,800.0,4.2,7 Seats available,A/C Sleeper (2+1),23:30,06h 00m,05:30,Kurnool,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
989,Kurnool,Bengaluru,Orange Tours and Travels Platinum,1550.0,3.4,4 Seats available,Scania AC Multi Axle Sleeper (2+1),19:00,05h 30m,00:30,Kurnool,3 to 4,1000 to 3000,Other,A/C,Sleeper,19:00 - 20:00,00:00 - 01:00,Kurnool to Bengaluru
990,Kurnool,Bengaluru,S.L Travels,790.0,4.0,20 Seats available,NON A/C Sleeper (2+1),23:59,08h 01m,08:00,Kurnool,4 to 5,below 1000,AC Sleeper,Non A/C,Sleeper,23:00 - 00:00,08:00 - 09:00,Kurnool to Bengaluru
991,Kurnool,Bengaluru,Yolo Bus,779.0,3.7,8 Seats available,Bharat Benz A/C Sleeper (2+1),23:42,08h 28m,08:10,Bellary X Road,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,08:00 - 09:00,Kurnool to Bengaluru
992,Kurnool,Bengaluru,Kallada Travels (Suresh Kallada),1550.0,2.3,4 Seats available,A/C Sleeper (2+1),23:45,05h 00m,04:45,Kurnool,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Kurnool to Bengaluru
993,Kurnool,Bengaluru,National travels,1271.0,2.3,9 Seats available,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:55,05h 05m,05:00,Bellary chowrasta,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
994,Kurnool,Bengaluru,Morning Star Travels,1090.0,3.5,16 Seats available,A/C Sleeper (2+1),23:00,06h 00m,05:00,Kurnool,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
995,Kurnool,Bengaluru,Swamy Ayyappa Travels,1550.0,4.2,9 Seats available,A/C Sleeper (2+1),20:15,04h 45m,01:00,Kurnool,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Kurnool to Bengaluru
996,Kurnool,Bengaluru,Swamy Ayyappa Travels,2260.0,4.1,15 Seats available,Volvo Multi-Axle I-Shift A/C Sleeper (2+1),23:45,05h 00m,04:45,"Bellary chowrasta,Near orange...",4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Kurnool to Bengaluru
997,Kurnool,Bengaluru,Orange Tours And Travels,1000.0,4.1,20 Seats available,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:59,05h 31m,05:30,Kurnool,4 to 5,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
998,Kurnool,Bengaluru,Dream Line Travels Pvt Ltd,789.0,4.0,15 Seats available,VE A/C Sleeper (2+1),03:00,06h 15m,09:15,Kurnool,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,03:00 - 04:00,09:00 - 10:00,Kurnool to Bengaluru
999,Kurnool,Bengaluru,SL Travels,850.0,3.9,12 Seats available,A/C Sleeper (2+1),23:55,05h 05m,05:00,Kurnol,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kurnool to Bengaluru
1000,Kurnool,Bengaluru,Jabbar Travels,850.0,3.5,13 Seats available,Bharat Benz A/C Sleeper (2+1),23:59,08h 21m,08:20,Kurnool,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,08:00 - 09:00,Kurnool to Bengaluru
1001,Kurnool,Bengaluru,Kallada Travels (Suresh Kallada),1300.0,2.1,3 Seats available,A/C Sleeper (2+1),21:45,05h 15m,03:00,Kurnool,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Kurnool to Bengaluru
1002,Kurnool,Bengaluru,Bmcc Travels,1424.0,3.0,16 Seats available,A/C Sleeper (2+1),23:30,07h 35m,07:05,Kurnool,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Kurnool to Bengaluru
1003,Kurnool,Bengaluru,RAVINA TRAVELS,899.0,4.1,24 Seats available,A/C Sleeper (2+1),21:00,06h 00m,03:00,"Bellary chowrasta,Near orange...",4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Kurnool to Bengaluru
1004,Kurnool,Bengaluru,Orange Tours And Travels,1000.0,4.1,18 Seats available,A/C Sleeper (2+1),19:00,06h 15m,01:15,Bellary Chourasta,4 to 5,others,AC Sleeper,A/C,Sleeper,19:00 - 20:00,01:00 - 02:00,Kurnool to Bengaluru
1005,Kurnool,Bengaluru,Orange Tours And Travels,1225.0,2.7,10 Seats available,Bharat Benz A/C Sleeper (2+1),20:30,06h 00m,02:30,,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,02:00 - 03:00,Kurnool to Bengaluru
1006,Kurnool,Bengaluru,GOWTHAMI TOURS AND TRAVELS,1710.0,2.0,26 Seats available,A/C Sleeper (2+1),02:00,04h 30m,06:30,,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,02:00 - 03:00,06:00 - 07:00,Kurnool to Bengaluru
1007,Kurnool,Bengaluru,Sri Tulasi Tours and Travels,2799.0,,10 Seats available,A/C Sleeper (2+1),20:30,06h 30m,03:00,,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,03:00 - 04:00,Kurnool to Bengaluru
1008,Ongole,Hyderabad,Sri Vengamamba Bus Transport (SVBT),800.0,4.3,6 Seats available,A/C Sleeper (2+1),22:30,06h 40m,06:05,Addanki Bus Stand,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1009,Ongole,Hyderabad,Sri Vengamamba Bus Transport (SVBT),550.0,4.4,17 Seats available,A/C Seater / Sleeper (2+1),23:00,08h 10m,06:35,Addanki Bus Stand,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1010,Ongole,Hyderabad,V Kaveri Travels,1100.0,4.0,20 Seats available,Scania AC Multi Axle Sleeper (2+1),23:20,06h 10m,06:15,Ongole,4 to 5,1000 to 3000,Other,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1011,Ongole,Hyderabad,Orange Tours And Travels,500.0,3.9,3 Seats available,NON A/C Seater/ Sleeper (2+1),22:30,07h 00m,06:08,Addanki Bus Stand,3 to 4,others,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1012,Ongole,Hyderabad,Kaveri Travels,900.0,3.9,9 Seats available,A/C Sleeper (2+1),21:50,07h 25m,05:55,Addanki Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Ongole to Hyderabad
1013,Ongole,Hyderabad,Sri Krishna Travels,850.0,3.9,19 Seats available,A/C Sleeper (2+1),23:15,06h 15m,06:30,Addanki Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1014,Ongole,Hyderabad,Sri Krishna Travels,570.0,3.7,18 Seats available,A/C Semi Sleeper / Sleeper (2+1),22:00,07h 00m,05:40,RTC Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Ongole to Hyderabad
1015,Ongole,Hyderabad,V Kaveri Travels,900.0,3.6,16 Seats available,Volvo Multi-Axle A/C Sleeper (2+1),22:00,07h 15m,06:00,Ongole,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1016,Ongole,Hyderabad,Sri Krishna Travels,450.0,3.6,21 Seats available,NON A/C Semi Sleeper / Sleeper (2+1),22:30,08h 00m,05:45,Addanki Bus Stand,3 to 4,others,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Ongole to Hyderabad
1017,Ongole,Hyderabad,Kaveri Travels,560.0,3.4,18 Seats available,Non A/C Seater / Sleeper (2+1),21:50,07h 30m,05:30,Addanki Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Ongole to Hyderabad
1018,Ongole,Hyderabad,KKaveri Travels,540.0,3.5,20 Seats available,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,05:55,Addanki Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Ongole to Hyderabad
1019,Ongole,Hyderabad,Sri Krishna Travels,450.0,3.5,11 Seats available,Non A/C Seater / Sleeper (2+1),22:15,07h 15m,05:45,RTC Bus Stand,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Ongole to Hyderabad
1020,Ongole,Hyderabad,Kaveri Travels,500.0,3.5,20 Seats available,Non A/C Seater / Sleeper (2+1),23:10,07h 35m,06:40,RTC Bus Stand,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1021,Ongole,Hyderabad,V Kaveri Travels,700.0,3.5,11 Seats available,NON A/C Sleeper (2+1),22:45,06h 30m,06:00,Ongole,3 to 4,below 1000,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1022,Ongole,Hyderabad,VV Vinayak Travels,850.0,3.6,14 Seats available,A/C Sleeper (2+1),22:10,07h 10m,06:40,Addanki Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1023,Ongole,Hyderabad,V Kaveri Travels,600.0,3.4,13 Seats available,NON A/C Sleeper (2+1),22:00,07h 45m,05:45,Ongole,3 to 4,below 1000,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Ongole to Hyderabad
1024,Ongole,Hyderabad,Vikram Travels,590.0,4.3,32 Seats available,A/C Seater / Sleeper (2+1),23:15,06h 35m,06:20,RTC Bus Stand,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1025,Ongole,Hyderabad,Orange Tours And Travels,700.0,3.2,19 Seats available,Bharat Benz A/C Seater /Sleeper (2+1),23:45,06h 15m,06:50,ongole mangumuru road bypass ...,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1026,Ongole,Hyderabad,V Kaveri Travels,560.0,3.4,24 Seats available,Non A/C Seater / Sleeper (2+1),23:00,06h 45m,06:40,Ongole,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1027,Ongole,Hyderabad,Sri Sahasra Tours and Travels,589.0,3.8,12 Seats available,A/C Seater / Sleeper (2+1),22:50,06h 40m,06:25,Mangamuru,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1028,Ongole,Hyderabad,KMBT Travels,475.0,3.2,17 Seats available,NON A/C Hi-Tech Push Back (2+2),23:00,06h 00m,06:20,Addanki Bus Stand,3 to 4,others,AC Semi Sleeper,Non A/C,Push Back,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1029,Ongole,Hyderabad,VV Vinayak Travels,500.0,3.6,15 Seats available,Non A/C Seater / Sleeper (2+1),22:30,07h 30m,06:40,Addanki Bus Stand,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1030,Ongole,Hyderabad,Sri Lakshmi Narshima Travels,665.0,3.3,8 Seats available,A/C Sleeper (2+1),23:45,06h 30m,06:45,Ongole,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1031,Ongole,Hyderabad,Sri Lakshmi Narshima Travels,475.0,3.8,14 Seats available,Non A/C Seater / Sleeper (2+1),22:15,07h 55m,05:25,Addanki Bus Stand,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Ongole to Hyderabad
1032,Ongole,Hyderabad,Sri Lakshmi Narshima Travels,523.0,3.5,19 Seats available,Non A/C Seater / Sleeper (2+1),22:10,07h 55m,06:20,Ongole,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1033,Ongole,Hyderabad,Sri Lakshmi Narshima Travels,3800.0,4.4,41 Seats available,Non A/C Seater / Sleeper (2+1),22:15,07h 55m,06:10,Addanki Bus Stand,4 to 5,3000 Above,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1034,Ongole,Hyderabad,Kaveri Travels,700.0,3.3,10 Seats available,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:30,06h 30m,06:39,RTC Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1035,Ongole,Hyderabad,KTC Travels,900.0,3.8,24 Seats available,A/C Sleeper (2+1),23:55,07h 35m,07:15,Mangamuru,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Ongole to Hyderabad
1036,Ongole,Hyderabad,KKaveri Travels,630.0,3.3,11 Seats available,Non A/C Seater / Sleeper (2+1),23:00,06h 00m,06:10,Addanki Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1037,Ongole,Hyderabad,Jagan Travels,629.0,3.4,11 Seats available,Non A/C Seater / Sleeper (2+1),23:15,06h 45m,06:17,RTC Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1038,Ongole,Hyderabad,Vihari Travels ,637.0,3.5,20 Seats available,NON A/C Sleeper (2+1),22:15,07h 55m,06:46,Addanki Bustand,3 to 4,below 1000,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1039,Ongole,Hyderabad,Mozo travels,1100.0,4.0,8 Seats available,A/C Sleeper (2+1),00:40,05h 50m,07:35,Ongol,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,00:00 - 01:00,07:00 - 08:00,Ongole to Hyderabad
1040,Ongole,Hyderabad,Padmavathi Travels,800.0,3.0,14 Seats available,A/C Sleeper (2+1),23:50,06h 55m,06:34,Mangamuru,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1041,Ongole,Hyderabad,Sri Tulasi Tours and Travels,749.0,3.2,15 Seats available,A/C Seater / Sleeper (2+1),23:25,06h 20m,05:55,Addanki Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Ongole to Hyderabad
1042,Ongole,Hyderabad,Sri Krishna Travels,1000.0,3.1,16 Seats available,Volvo Multi-Axle A/C Sleeper (2+1),22:30,06h 30m,06:10,Addanki Bus Stand,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1043,Ongole,Hyderabad,Cherry tours&travels,523.0,3.5,28 Seats available,A/C Seater / Sleeper (2+1),21:30,08h 00m,05:30,Addanki Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Ongole to Hyderabad
1044,Ongole,Hyderabad,KKaveri Travels,900.0,3.2,18 Seats available,Volvo Multi-Axle A/C Sleeper (2+1),23:30,06h 30m,06:45,RTC Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Ongole to Hyderabad
1045,Ongole,Hyderabad,Sri Krishna Travels,550.0,2.8,15 Seats available,Non A/C Seater / Sleeper (2+1),22:45,07h 00m,05:20,Addanki Bus Stand,Below 3,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Ongole to Hyderabad
1046,Ongole,Hyderabad,Cherry tours&travels,437.0,3.4,24 Seats available,Non A/C Seater / Sleeper (2+1),22:15,06h 45m,05:05,RTC Bus Stand,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Ongole to Hyderabad
1047,Ongole,Hyderabad,Kamakshi Tours And Travels,600.0,3.4,17 Seats available,Non A/C Seater / Sleeper (2+1),22:00,07h 45m,06:50,Ongole,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1048,Ongole,Hyderabad,Vihari Travels ,428.0,2.8,20 Seats available,Non A/C Seater / Sleeper (2+1),22:20,07h 45m,06:35,Addanki Bus Stand,Below 3,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Ongole to Hyderabad
1049,Ongole,Hyderabad,Morning Star Travels,790.0,3.5,19 Seats available,A/C Sleeper (2+1),22:55,06h 05m,05:35,Ongole,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Ongole to Hyderabad
