,Names,Bus_fare,Ratings,Seats,Bus_types,Starting_time,Duration,Ending_time,Starting_point
1073,Ashok Travels Mandsaur Group,INR 600,1.0,36 Seats available,NON A/C Sleeper (2+1),23:30,02h 45m,02:15,Chouhan travels and cargo und...
1074,Jai Shrinath Travels,INR 699,4.4,31 Seats available,A/C Seater / Sleeper (2+2),19:50,06h 00m,01:50,Sindhi Camp
1075,SURYAVANSHI TRAVELS,INR 2200,4.4,23 Seats available,A/C Seater / Sleeper (2+1),00:30,03h 50m,04:20,14 number
1076,Ashok tour and travels,INR 600,4.1,36 Seats available,NON A/C Sleeper (2+1),11:00,05h 45m,16:45,"H.O Raj Travels Below, Hotal ..."
1077,Mahalaxmi Travels,INR 599,2.8,28 Seats available,A/C Seater / Sleeper (2+1),19:00,04h 55m,23:55,Station Road
1078,Ravi Travels,INR 750,2.8,37 Seats available,A/C Seater/Sleeper (2+1),19:45,05h 20m,01:05,Sindhi Camp
1079,Humsafar Travels,INR 850,4.0,35 Seats available,A/C Seater / Sleeper (2+1),16:00,05h 30m,21:30,"Raj eagal travels , hasan pur..."
1080,Gajraj bus service,INR 1500,3.8,30 Seats available,Bharat Benz A/C Sleeper (2+1),11:45,06h 15m,18:00,Transport nagar
1081,B R Travels,INR 1899,3.8,35 Seats available,AC Sleeper (2+1),23:25,03h 40m,03:05,Alka Cinema
1082,Shrinath® Travel Agency Pvt. Ltd.,INR 900,3.8,31 Seats available,A/C Sleeper (2+1),19:00,06h 01m,01:01,Sindhi Camp
1083,B R Travels,INR 1299,3.8,26 Seats available,A/C Seater / Sleeper (2+1),22:00,03h 30m,01:30,Station Road
1084,Ajay Raj Travel Agency,463,2.4,42 Seats available,Bharat Benz A/C Seater /Sleeper (2+1),23:05,04h 45m,03:50,Sindhi Camp
1085,Raj travels Jhunjhunu,570,1.2,,A/C Seater / Sleeper (2+1),22:45,05h 25m,04:10,
1086,Jain Pareek Travels,664,1.0,,A/C Sleeper (2+1),21:30,05h 00m,02:30,
1087,Shrinath Solitaire,INR 1000,3.6,,Bharat Benz A/C Sleeper (2+1),23:45,04h 00m,03:45,
1088,Shrinath Solitaire,INR 1100,3.6,,A/C Sleeper (2+1),22:30,04h 15m,02:45,
1089,Shre Ganesh Travels,INR 1200,3.3,,A/C Sleeper (2+1),16:00,03h 00m,19:00,
1090,Pareek Travels,INR 600,3.2,,NON A/C Sleeper (2+1),17:40,06h 00m,23:40,
1091,Pareek Travels,INR 800,3.2,,AC Sleeper (2+1),20:00,06h 00m,02:00,
1092,Chouhan travels and Cargo,INR 700,3.2,,NON A/C Sleeper (2+1),19:29,05h 46m,01:15,
1093,Rewar Travels,INR 1200,3.0,,NON A/C Sleeper (2+1),19:30,06h 00m,01:30,
1094,Bharat Travels,833,2.9,,NON A/C Sleeper (2+1),18:00,05h 55m,23:55,
1095,New Babu Travels,INR 523.81,2.8,,A/C Seater/Sleeper (2+1),21:30,06h 15m,03:45,
1096,Om shree ji travles,INR 900,2.8,,NON A/C Sleeper (2+1),00:20,05h 00m,05:20,
